User ID,Subscription Type,Join Year,Join Date,Last Payment Date,Most Watched Genre,Country,Age,Gender,Device,Plan Duration,Monthly Subscription Price,Video quality,Resolution,"Customer Life
(In Month)",Total Sales,"Total Days 
(From last payment to 31st December) "
216,Premium,2022,10/8/2022,10/24/2023,Fantasy,France,51,Female,Smart TV,3 Month,649,Best,4K+HDR,12,7788,68
217,Basic,2022,11/13/2022,12/25/2023,Horror,Brazil,44,Male,Smart TV,1 Month,199,Good,720p,13,2587,6
218,Standard,2022,11/15/2022,10/28/2023,Drama,Mexico,27,Male,Tablet,3 Month,499,Better,1080p,11,5489,64
219,Premium,2022,11/16/2022,9/25/2023,Mystery,Spain,46,Female,Smartphone,3 Month,649,Best,4K+HDR,10,6490,97
222,Basic,2022,12/12/2022,9/26/2023,Biography,Canada,48,Female,Smartphone,3 Month,199,Good,720p,9,1791,96
223,Standard,2023,2/7/2023,12/25/2023,Mystery,United Kingdom,34,Female,Smartphone,1 Month,499,Better,1080p,10,4990,6
225,Basic,2022,11/10/2022,7/27/2023,Comedy,Germany,48,Female,Smartphone,6 Month,199,Good,720p,8,1592,157
228,Standard,2022,4/11/2022,12/27/2023,Drama,Mexico,39,Male,Smart TV,1 Month,499,Better,1080p,20,9980,4
229,Standard,2022,4/11/2022,7/27/2023,Horror,Spain,29,Male,Smartphone,6 Month,499,Better,1080p,15,7485,157
233,Basic,2022,7/7/2022,9/26/2023,Comedy,United Kingdom,50,Female,Smart TV,3 Month,199,Good,720p,14,2786,96
236,Basic,2022,8/5/2022,10/26/2023,Adventure,France,39,Female,Smartphone,3 Month,199,Good,720p,14,2786,66
237,Premium,2022,7/7/2022,11/25/2023,Comedy,Brazil,46,Female,Tablet,1 Month,649,Best,4K+HDR,16,10384,36
242,Basic,2022,2/6/2022,9/26/2023,Drama,Canada,37,Male,Laptop,3 Month,199,Good,720p,19,3781,96
246,Premium,2022,3/5/2022,11/25/2023,Drama,France,38,Female,Smartphone,1 Month,649,Best,4K+HDR,20,12980,36
247,Basic,2022,7/7/2022,12/27/2023,Crime,Brazil,27,Male,Smart TV,1 Month,199,Good,720p,17,3383,4
250,Basic,2022,9/8/2022,6/26/2023,Autobiography,Italy,28,Male,Laptop,6 Month,199,Good,720p,9,1791,188
259,Standard,2022,5/8/2022,6/26/2023,Drama,Spain,28,Male,Smartphone,6 Month,499,Better,1080p,13,6487,188
261,Premium,2022,4/7/2022,10/25/2023,Romance,United States,27,Female,Smart TV,3 Month,649,Best,4K+HDR,18,11682,67
264,Premium,2022,9/8/2022,11/27/2023,Comedy,Australia,51,Male,Smartphone,1 Month,649,Best,4K+HDR,14,9086,34
265,Basic,2022,5/8/2022,6/25/2023,Non-Fiction,Germany,32,Female,Smart TV,6 Month,199,Good,720p,13,2587,189
267,Basic,2022,8/9/2022,12/27/2023,Romance,Brazil,44,Female,Laptop,1 Month,199,Good,720p,16,3184,4
270,Basic,2022,4/9/2022,10/25/2023,Drama,Italy,47,Male,Smart TV,3 Month,199,Good,720p,18,3582,67
272,Basic,2022,10/8/2022,11/26/2023,Crime,Canada,36,Female,Smartphone,1 Month,199,Good,720p,13,2587,35
273,Standard,2022,2/8/2022,9/25/2023,Action,United Kingdom,28,Female,Laptop,3 Month,499,Better,1080p,19,9481,97
274,Premium,2022,1/8/2022,9/24/2023,Autobiography,Australia,27,Female,Tablet,3 Month,649,Best,4K+HDR,20,12980,98
275,Basic,2022,6/8/2022,6/25/2023,Horror,Germany,34,Female,Laptop,6 Month,199,Good,720p,12,2388,189
276,Premium,2022,9/8/2022,11/25/2023,Historical Fiction,France,34,Female,Smart TV,1 Month,649,Best,4K+HDR,14,9086,36
277,Basic,2022,12/9/2022,10/26/2023,Non-Fiction,Brazil,37,Female,Tablet,3 Month,199,Good,720p,10,1990,66
279,Standard,2022,12/11/2022,7/24/2023,Drama,Spain,50,Female,Laptop,6 Month,499,Better,1080p,7,3493,160
281,Premium,2022,2/11/2022,10/28/2023,Drama,United States,33,Female,Smart TV,3 Month,649,Best,4K+HDR,20,12980,64
284,Premium,2022,4/8/2022,10/28/2023,Science Fiction,Australia,39,Female,Smartphone,3 Month,649,Best,4K+HDR,18,11682,64
285,Basic,2022,1/9/2022,9/27/2023,Autobiography,Germany,42,Female,Laptop,3 Month,199,Good,720p,20,3980,95
291,Premium,2022,4/12/2022,10/27/2023,Romance,United States,29,Female,Tablet,3 Month,649,Best,4K+HDR,18,11682,65
292,Basic,2022,12/12/2022,6/27/2023,Non-Fiction,Canada,43,Female,Laptop,6 Month,199,Good,720p,6,1194,187
293,Standard,2022,9/12/2022,6/25/2023,Adventure,United Kingdom,39,Female,Laptop,6 Month,499,Better,1080p,9,4491,189
295,Basic,2022,3/10/2022,9/27/2023,Autobiography,Germany,45,Male,Laptop,3 Month,199,Good,720p,18,3582,95
296,Basic,2022,1/10/2022,7/27/2023,Action,France,48,Female,Tablet,6 Month,199,Good,720p,18,3582,157
297,Basic,2022,2/11/2022,12/24/2023,Crime,Brazil,40,Male,Smartphone,1 Month,199,Good,720p,22,4378,7
298,Standard,2022,3/11/2022,10/27/2023,Biography,Mexico,41,Male,Tablet,3 Month,499,Better,1080p,19,9481,65
303,Standard,2022,11/6/2022,6/26/2023,Non-Fiction,United Kingdom,45,Male,Tablet,6 Month,499,Better,1080p,7,3493,188
304,Standard,2022,11/6/2022,9/29/2023,Non-Fiction,Australia,33,Female,Smartphone,3 Month,499,Better,1080p,10,4990,93
306,Premium,2022,6/7/2022,7/27/2023,Adventure,France,45,Male,Tablet,6 Month,649,Best,4K+HDR,13,8437,157
307,Standard,2022,8/7/2022,10/28/2023,Science Fiction,Brazil,29,Female,Smart TV,3 Month,499,Better,1080p,14,6986,64
309,Standard,2022,9/8/2022,12/28/2023,Mystery,Spain,31,Male,Smartphone,1 Month,499,Better,1080p,15,7485,3
311,Basic,2022,7/6/2022,12/27/2023,Non-Fiction,United States,29,Female,Smartphone,1 Month,199,Good,720p,17,3383,4
318,Standard,2022,2/9/2022,10/27/2023,Historical Fiction,Mexico,39,Female,Laptop,3 Month,499,Better,1080p,20,9980,65
320,Basic,2022,2/8/2022,6/27/2023,Science Fiction,Italy,30,Female,Laptop,6 Month,199,Good,720p,16,3184,187
322,Basic,2022,4/6/2022,11/27/2023,Action,Canada,44,Male,Smartphone,1 Month,199,Good,720p,19,3781,34
326,Premium,2022,11/6/2022,10/27/2023,Historical Fiction,France,30,Male,Smartphone,3 Month,649,Best,4K+HDR,11,7139,65
327,Basic,2022,6/7/2022,11/26/2023,Thriller,Brazil,32,Female,Smartphone,1 Month,199,Good,720p,17,3383,35
330,Basic,2022,6/7/2022,9/26/2023,Crime,Italy,40,Female,Smart TV,3 Month,199,Good,720p,15,2985,96
331,Premium,2022,8/7/2022,6/26/2023,Autobiography,United States,29,Female,Tablet,6 Month,649,Best,4K+HDR,10,6490,188
335,Basic,2022,11/8/2022,9/25/2023,Action,Germany,47,Female,Tablet,3 Month,199,Good,720p,10,1990,97
336,Premium,2022,2/9/2022,10/26/2023,Drama,France,35,Male,Laptop,3 Month,649,Best,4K+HDR,20,12980,66
337,Basic,2022,11/10/2022,10/27/2023,Mystery,Brazil,36,Male,Laptop,3 Month,199,Good,720p,11,2189,65
339,Premium,2022,5/10/2022,11/25/2023,Non-Fiction,Spain,30,Female,Laptop,1 Month,649,Best,4K+HDR,18,11682,36
342,Basic,2022,9/8/2022,12/26/2023,Biography,Canada,41,Female,Laptop,1 Month,199,Good,720p,15,2985,5
343,Standard,2022,6/8/2022,12/25/2023,Crime,United Kingdom,46,Male,Smart TV,1 Month,499,Better,1080p,18,8982,6
344,Standard,2022,7/8/2022,11/26/2023,Fantasy,Australia,42,Female,Smartphone,1 Month,499,Better,1080p,16,7984,35
345,Basic,2022,8/8/2022,11/25/2023,Self-Help,Germany,48,Female,Smart TV,1 Month,199,Good,720p,15,2985,36
348,Standard,2022,5/10/2022,10/26/2023,Horror,Mexico,30,Male,Smart TV,3 Month,499,Better,1080p,17,8483,66
349,Premium,2022,2/11/2022,10/26/2023,Thriller,Spain,28,Male,Smartphone,3 Month,649,Best,4K+HDR,20,12980,66
350,Basic,2022,2/11/2022,11/28/2023,Thriller,Italy,44,Female,Smartphone,1 Month,199,Good,720p,21,4179,33
351,Premium,2022,2/11/2022,10/28/2023,Self-Help,United States,34,Female,Smart TV,3 Month,649,Best,4K+HDR,20,12980,64
353,Standard,2022,10/8/2022,7/26/2023,Science Fiction,United Kingdom,34,Female,Smartphone,6 Month,499,Better,1080p,9,4491,158
355,Basic,2022,12/10/2022,6/27/2023,Romance,Germany,32,Female,Tablet,6 Month,199,Good,720p,6,1194,187
358,Standard,2022,11/11/2022,7/28/2023,Action,Mexico,34,Female,Smart TV,6 Month,499,Better,1080p,8,3992,156
362,Basic,2022,8/12/2022,12/27/2023,Crime,Canada,31,Male,Laptop,1 Month,199,Good,720p,16,3184,4
363,Standard,2022,1/11/2022,12/25/2023,Fantasy,United Kingdom,47,Female,Smart TV,1 Month,499,Better,1080p,23,11477,6
364,Standard,2022,12/10/2022,9/29/2023,Horror,Australia,48,Male,Smart TV,3 Month,499,Better,1080p,9,4491,93
372,Basic,2022,6/9/2022,7/27/2023,Thriller,Canada,31,Female,Tablet,6 Month,199,Good,720p,13,2587,157
374,Premium,2022,12/6/2022,9/28/2023,Non-Fiction,Australia,39,Female,Laptop,3 Month,649,Best,4K+HDR,9,5841,94
379,Standard,2022,12/8/2022,11/28/2023,Thriller,Spain,46,Female,Smart TV,1 Month,499,Better,1080p,11,5489,33
380,Basic,2022,5/8/2022,10/27/2023,Horror,Italy,27,Female,Smart TV,3 Month,199,Good,720p,17,3383,65
382,Standard,2022,7/6/2022,10/26/2023,Fantasy,Canada,51,Male,Smart TV,3 Month,499,Better,1080p,15,7485,66
383,Basic,2022,1/6/2022,10/27/2023,Thriller,United Kingdom,49,Male,Smart TV,3 Month,199,Good,720p,21,4179,65
386,Basic,2022,11/7/2022,6/26/2023,Biography,France,48,Male,Tablet,6 Month,199,Good,720p,7,1393,188
389,Basic,2022,2/8/2022,6/26/2023,Mystery,Spain,45,Male,Smart TV,6 Month,199,Good,720p,16,3184,188
390,Standard,2022,3/7/2022,12/28/2023,Horror,Italy,43,Female,Laptop,1 Month,499,Better,1080p,21,10479,3
392,Basic,2022,3/6/2022,11/28/2023,Horror,Canada,28,Male,Smart TV,1 Month,199,Good,720p,20,3980,33
393,Standard,2022,3/6/2022,10/26/2023,Fantasy,United Kingdom,40,Male,Tablet,3 Month,499,Better,1080p,19,9481,66
395,Basic,2022,5/6/2022,6/26/2023,Mystery,Germany,45,Female,Laptop,6 Month,199,Good,720p,13,2587,188
396,Premium,2022,10/6/2022,12/27/2023,Crime,France,30,Female,Smartphone,1 Month,649,Best,4K+HDR,14,9086,4
404,Premium,2022,1/8/2022,7/28/2023,Action,Australia,28,Male,Smartphone,6 Month,649,Best,4K+HDR,18,11682,156
405,Basic,2022,6/8/2022,12/26/2023,Non-Fiction,Germany,49,Female,Tablet,1 Month,199,Good,720p,18,3582,5
410,Basic,2022,2/9/2022,11/25/2023,Thriller,Italy,37,Male,Smart TV,1 Month,199,Good,720p,21,4179,36
411,Premium,2022,3/9/2022,11/26/2023,Horror,United States,48,Female,Tablet,1 Month,649,Best,4K+HDR,20,12980,35
412,Basic,2022,3/9/2022,9/26/2023,Science Fiction,Canada,47,Male,Laptop,3 Month,199,Good,720p,18,3582,96
416,Premium,2022,2/9/2022,6/26/2023,Fantasy,France,28,Male,Tablet,6 Month,649,Best,4K+HDR,16,10384,188
420,Basic,2022,2/11/2022,9/28/2023,Crime,Italy,28,Male,Laptop,3 Month,199,Good,720p,19,3781,94
423,Standard,2022,12/9/2022,12/27/2023,Drama,United Kingdom,41,Male,Smartphone,1 Month,499,Better,1080p,12,5988,4
425,Basic,2022,4/10/2022,12/27/2023,Mystery,Germany,38,Male,Tablet,1 Month,199,Good,720p,20,3980,4
426,Premium,2022,5/10/2022,12/28/2023,Historical Fiction,France,35,Male,Laptop,1 Month,649,Best,4K+HDR,19,12331,3
427,Basic,2022,6/11/2022,12/26/2023,Thriller,Brazil,51,Male,Smart TV,1 Month,199,Good,720p,18,3582,5
431,Premium,2022,4/12/2022,7/28/2023,Non-Fiction,United States,28,Male,Smart TV,6 Month,649,Best,4K+HDR,15,9735,156
433,Standard,2022,6/11/2022,10/25/2023,Fantasy,United Kingdom,46,Female,Smartphone,3 Month,499,Better,1080p,16,7984,67
440,Basic,2022,10/10/2022,11/29/2023,Autobiography,Italy,47,Male,Tablet,1 Month,199,Good,720p,13,2587,32
441,Premium,2022,5/10/2022,10/28/2023,Adventure,United States,48,Female,Laptop,3 Month,649,Best,4K+HDR,17,11033,64
442,Basic,2022,1/7/2022,6/27/2023,Fantasy,Canada,30,Female,Laptop,6 Month,199,Good,720p,17,3383,187
443,Standard,2022,1/7/2022,9/27/2023,Thriller,United Kingdom,36,Male,Smart TV,3 Month,499,Better,1080p,20,9980,95
447,Basic,2022,11/8/2022,6/28/2023,Biography,Brazil,36,Female,Laptop,6 Month,199,Good,720p,7,1393,186
448,Standard,2022,12/8/2022,10/27/2023,Science Fiction,Mexico,48,Male,Tablet,3 Month,499,Better,1080p,10,4990,65
449,Premium,2022,7/8/2022,10/28/2023,Autobiography,Spain,37,Female,Laptop,3 Month,649,Best,4K+HDR,15,9735,64
450,Basic,2022,6/8/2022,6/27/2023,Thriller,Italy,49,Male,Laptop,6 Month,199,Good,720p,12,2388,187
456,Premium,2022,4/6/2022,11/27/2023,Romance,France,41,Male,Tablet,1 Month,649,Best,4K+HDR,19,12331,34
462,Premium,2022,10/6/2022,7/28/2023,Romance,Canada,45,Male,Smartphone,6 Month,649,Best,4K+HDR,9,5841,156
463,Standard,2022,1/6/2022,9/26/2023,Thriller,United Kingdom,40,Male,Smart TV,3 Month,499,Better,1080p,20,9980,96
464,Basic,2022,3/6/2022,6/28/2023,Mystery,Australia,45,Male,Laptop,6 Month,199,Good,720p,15,2985,186
465,Standard,2022,5/6/2022,7/26/2023,Horror,Germany,34,Male,Laptop,6 Month,499,Better,1080p,14,6986,158
466,Premium,2022,7/6/2022,11/27/2023,Non-Fiction,France,33,Male,Laptop,1 Month,649,Best,4K+HDR,16,10384,34
470,Basic,2022,3/7/2022,11/28/2023,Self-Help,Italy,31,Female,Tablet,1 Month,199,Good,720p,20,3980,33
471,Premium,2022,8/7/2022,11/27/2023,Horror,United States,43,Male,Tablet,1 Month,649,Best,4K+HDR,15,9735,34
478,Standard,2022,8/9/2022,10/27/2023,Mystery,Mexico,32,Male,Laptop,3 Month,499,Better,1080p,14,6986,65
479,Premium,2022,4/9/2022,11/27/2023,Comedy,Spain,38,Female,Smartphone,1 Month,649,Best,4K+HDR,19,12331,34
480,Basic,2022,4/9/2022,11/27/2023,Comedy,Italy,37,Female,Laptop,1 Month,199,Good,720p,19,3781,34
481,Premium,2022,4/9/2022,12/26/2023,Adventure,United States,36,Male,Smart TV,1 Month,649,Best,4K+HDR,20,12980,5
485,Basic,2022,1/9/2022,11/28/2023,Science Fiction,Germany,28,Female,Tablet,1 Month,199,Good,720p,22,4378,33
487,Basic,2022,5/10/2022,11/29/2023,Historical Fiction,Brazil,30,Male,Smart TV,1 Month,199,Good,720p,18,3582,32
488,Standard,2022,8/10/2022,7/28/2023,Thriller,Mexico,33,Female,Smart TV,6 Month,499,Better,1080p,11,5489,156
491,Premium,2022,7/10/2022,10/28/2023,Drama,United States,28,Female,Smartphone,3 Month,649,Best,4K+HDR,15,9735,64
497,Basic,2022,9/11/2022,12/29/2023,Romance,Brazil,44,Male,Smartphone,1 Month,199,Good,720p,15,2985,2
503,Standard,2022,10/11/2022,12/26/2023,Self-Help,United States,30,Male,Tablet,1 Month,499,Better,1080p,14,6986,5
510,Basic,2022,6/10/2022,11/29/2023,Action,Germany,43,Female,Tablet,1 Month,199,Good,720p,17,3383,32
513,Standard,2022,6/7/2022,6/28/2023,Historical Fiction,Mexico,50,Male,Tablet,6 Month,499,Better,1080p,12,5988,186
514,Standard,2022,7/7/2022,12/28/2023,Autobiography,Spain,35,Male,Tablet,1 Month,499,Better,1080p,17,8483,3
515,Basic,2022,1/7/2022,11/29/2023,Self-Help,Italy,44,Female,Laptop,1 Month,199,Good,720p,22,4378,32
517,Basic,2022,6/8/2022,7/28/2023,Thriller,Spain,34,Female,Smart TV,6 Month,199,Good,720p,13,2587,156
518,Standard,2022,7/8/2022,7/27/2023,Comedy,United States,37,Female,Tablet,6 Month,499,Better,1080p,12,5988,157
519,Premium,2022,6/8/2022,6/28/2023,Fantasy,Canada,43,Male,Smartphone,6 Month,649,Best,4K+HDR,12,7788,186
520,Basic,2022,3/8/2022,10/28/2023,Drama,United States,32,Male,Smart TV,3 Month,199,Good,720p,19,3781,64
523,Standard,2022,7/6/2022,10/29/2023,Thriller,United Kingdom,41,Male,Smartphone,3 Month,499,Better,1080p,15,7485,63
524,Premium,2022,6/6/2022,6/28/2023,Science Fiction,Australia,31,Male,Tablet,6 Month,649,Best,4K+HDR,12,7788,186
525,Basic,2022,4/6/2022,10/27/2023,Science Fiction,Germany,44,Male,Tablet,3 Month,199,Good,720p,18,3582,65
527,Premium,2022,10/7/2022,12/28/2023,Drama,Brazil,48,Female,Tablet,1 Month,649,Best,4K+HDR,14,9086,3
529,Standard,2022,7/7/2022,12/27/2023,Adventure,Spain,50,Female,Laptop,1 Month,499,Better,1080p,17,8483,4
532,Standard,2022,3/6/2022,9/28/2023,Biography,Spain,38,Male,Laptop,3 Month,499,Better,1080p,18,8982,94
533,Basic,2022,4/6/2022,9/27/2023,Historical Fiction,United States,38,Male,Smartphone,3 Month,199,Good,720p,17,3383,95
534,Standard,2022,5/6/2022,6/28/2023,Comedy,Canada,39,Female,Smart TV,6 Month,499,Better,1080p,13,6487,186
535,Premium,2022,7/6/2022,6/29/2023,Comedy,United States,42,Female,Laptop,6 Month,649,Best,4K+HDR,11,7139,185
539,Basic,2022,2/7/2022,10/29/2023,Adventure,Australia,30,Female,Tablet,3 Month,199,Good,720p,20,3980,63
540,Standard,2022,3/7/2022,12/29/2023,Thriller,Germany,40,Male,Smartphone,1 Month,499,Better,1080p,21,10479,2
544,Premium,2022,8/8/2022,6/28/2023,Action,Spain,49,Male,Tablet,6 Month,649,Best,4K+HDR,10,6490,186
547,Basic,2022,5/9/2022,10/27/2023,Adventure,Spain,39,Male,Tablet,3 Month,199,Good,720p,17,3383,65
548,Standard,2022,5/9/2022,10/27/2023,Romance,United States,51,Female,Smartphone,3 Month,499,Better,1080p,17,8483,65
549,Standard,2022,5/9/2022,6/27/2023,Comedy,Canada,38,Female,Smartphone,6 Month,499,Better,1080p,13,6487,187
550,Basic,2022,6/9/2022,12/27/2023,Thriller,United States,29,Female,Tablet,1 Month,199,Good,720p,18,3582,4
551,Premium,2022,3/9/2022,6/28/2023,Drama,United States,41,Female,Laptop,6 Month,649,Best,4K+HDR,15,9735,186
557,Basic,2022,5/10/2022,9/29/2023,Self-Help,Brazil,37,Male,Smartphone,3 Month,199,Good,720p,16,3184,93
566,Premium,2022,11/10/2022,11/1/2023,Crime,United States,45,Male,Tablet,1 Month,649,Best,4K+HDR,11,7139,60
567,Basic,2022,8/11/2022,7/29/2023,Drama,Canada,36,Male,Smart TV,6 Month,199,Good,720p,11,2189,155
580,Basic,2022,9/8/2022,12/29/2023,Autobiography,United States,46,Female,Tablet,1 Month,199,Good,720p,15,2985,2
581,Premium,2022,2/8/2022,6/29/2023,Non-Fiction,United States,29,Female,Laptop,6 Month,649,Best,4K+HDR,16,10384,185
586,Premium,2022,6/8/2022,12/29/2023,Non-Fiction,France,51,Female,Laptop,1 Month,649,Best,4K+HDR,18,11682,2
587,Basic,2022,7/8/2022,12/28/2023,Biography,Brazil,39,Male,Smart TV,1 Month,199,Good,720p,17,3383,3
588,Standard,2022,7/8/2022,10/27/2023,Biography,Mexico,31,Male,Smartphone,3 Month,499,Better,1080p,15,7485,65
589,Standard,2022,4/8/2022,9/29/2023,Historical Fiction,Spain,28,Male,Laptop,3 Month,499,Better,1080p,17,8483,93
592,Basic,2022,9/6/2022,9/29/2023,Mystery,Spain,33,Male,Smartphone,3 Month,199,Good,720p,12,2388,93
593,Standard,2022,6/6/2022,12/29/2023,Self-Help,United States,41,Male,Smartphone,1 Month,499,Better,1080p,18,8982,2
594,Premium,2022,6/6/2022,6/22/2023,Self-Help,Canada,38,Female,Smart TV,6 Month,649,Best,4K+HDR,12,7788,192
595,Basic,2022,11/6/2022,6/28/2023,Non-Fiction,United States,49,Male,Laptop,6 Month,199,Good,720p,7,1393,186
598,Standard,2022,5/7/2022,10/29/2023,Comedy,United Kingdom,29,Female,Tablet,3 Month,499,Better,1080p,17,8483,63
599,Premium,2022,6/7/2022,12/27/2023,Historical Fiction,Australia,44,Male,Smart TV,1 Month,649,Best,4K+HDR,18,11682,4
601,Basic,2022,5/6/2022,7/4/2023,Self-Help,France,46,Female,Smart TV,6 Month,199,Good,720p,13,2587,180
602,Premium,2022,5/6/2022,9/29/2023,Mystery,Brazil,30,Male,Smartphone,3 Month,649,Best,4K+HDR,16,10384,93
603,Standard,2022,6/6/2022,7/27/2023,Non-Fiction,Mexico,46,Female,Tablet,6 Month,499,Better,1080p,13,6487,157
604,Standard,2022,7/6/2022,11/28/2023,Non-Fiction,Spain,33,Male,Smartphone,1 Month,499,Better,1080p,16,7984,33
605,Basic,2022,10/6/2022,9/29/2023,Biography,Italy,46,Female,Tablet,3 Month,199,Good,720p,11,2189,93
609,Standard,2022,3/7/2022,7/29/2023,Crime,Canada,50,Female,Smartphone,6 Month,499,Better,1080p,16,7984,155
610,Premium,2022,5/7/2022,10/29/2023,Autobiography,United States,28,Female,Tablet,3 Month,649,Best,4K+HDR,17,11033,63
611,Basic,2022,11/7/2022,12/28/2023,Fantasy,United States,29,Female,Smartphone,1 Month,199,Good,720p,13,2587,3
616,Premium,2022,2/9/2022,11/27/2023,Non-Fiction,France,38,Female,Laptop,1 Month,649,Best,4K+HDR,21,13629,34
617,Basic,2022,5/9/2022,12/28/2023,Biography,Brazil,45,Female,Smartphone,1 Month,199,Good,720p,19,3781,3
618,Standard,2022,6/9/2022,10/28/2023,Adventure,Mexico,28,Female,Smart TV,3 Month,499,Better,1080p,16,7984,64
619,Premium,2022,6/9/2022,7/29/2023,Autobiography,Spain,27,Male,Smartphone,6 Month,649,Best,4K+HDR,13,8437,155
620,Basic,2022,5/9/2022,10/27/2023,Historical Fiction,Italy,41,Female,Smartphone,3 Month,199,Good,720p,17,3383,65
621,Premium,2022,6/9/2022,9/29/2023,Romance,Spain,49,Male,Smart TV,3 Month,649,Best,4K+HDR,15,9735,93
624,Standard,2022,2/9/2022,10/6/2023,Non-Fiction,Canada,42,Male,Smartphone,3 Month,499,Better,1080p,19,9481,86
628,Standard,2022,9/10/2022,12/1/2023,Horror,United Kingdom,42,Male,Smartphone,1 Month,499,Better,1080p,14,6986,30
629,Premium,2022,12/10/2022,6/29/2023,Fantasy,Australia,39,Male,Tablet,6 Month,649,Best,4K+HDR,6,3894,185
630,Basic,2022,6/10/2022,12/2/2023,Mystery,Germany,32,Female,Smart TV,1 Month,199,Good,720p,17,3383,29
635,Basic,2022,3/10/2022,12/27/2023,Romance,Italy,29,Male,Laptop,1 Month,199,Good,720p,21,4179,4
657,Basic,2022,3/8/2022,9/29/2023,Self-Help,Canada,34,Female,Smart TV,3 Month,199,Good,720p,18,3582,93
658,Standard,2022,4/8/2022,12/29/2023,Mystery,United Kingdom,49,Female,Smart TV,1 Month,499,Better,1080p,20,9980,2
659,Premium,2022,3/8/2022,7/29/2023,Horror,Australia,41,Male,Laptop,6 Month,649,Best,4K+HDR,16,10384,155
664,Standard,2022,12/6/2022,7/4/2023,Science Fiction,Spain,31,Male,Smart TV,6 Month,499,Better,1080p,6,2994,180
668,Standard,2022,3/7/2022,11/17/2023,Crime,United States,49,Male,Smart TV,1 Month,499,Better,1080p,20,9980,44
670,Basic,2022,8/6/2022,6/29/2023,Biography,United States,38,Male,Smart TV,6 Month,199,Good,720p,10,1990,185
671,Basic,2022,8/6/2022,11/3/2023,Fantasy,United States,51,Male,Tablet,3 Month,199,Good,720p,14,2786,58
672,Basic,2022,9/6/2022,9/23/2023,Comedy,Canada,47,Female,Tablet,3 Month,199,Good,720p,12,2388,99
673,Standard,2022,9/6/2022,9/27/2023,Mystery,United Kingdom,37,Male,Smartphone,3 Month,499,Better,1080p,12,5988,95
674,Premium,2022,10/6/2022,11/28/2023,Autobiography,Australia,37,Female,Laptop,1 Month,649,Best,4K+HDR,13,8437,33
675,Basic,2022,11/6/2022,12/29/2023,Non-Fiction,Germany,39,Female,Tablet,1 Month,199,Good,720p,13,2587,2
679,Standard,2022,5/7/2022,6/29/2023,Horror,Spain,49,Male,Laptop,6 Month,499,Better,1080p,13,6487,185
680,Basic,2022,7/7/2022,7/29/2023,Comedy,Italy,44,Female,Laptop,6 Month,199,Good,720p,12,2388,155
683,Basic,2022,3/8/2022,9/29/2023,Mystery,United States,39,Male,Smartphone,3 Month,199,Good,720p,18,3582,93
684,Standard,2022,11/8/2022,6/29/2023,Horror,Canada,49,Male,Smartphone,6 Month,499,Better,1080p,7,3493,185
688,Standard,2022,3/9/2022,7/28/2023,Drama,United Kingdom,42,Male,Smartphone,6 Month,499,Better,1080p,16,7984,156
689,Basic,2022,4/9/2022,12/29/2023,Romance,Australia,37,Female,Smart TV,1 Month,199,Good,720p,20,3980,2
690,Standard,2022,5/9/2022,10/27/2023,Horror,Germany,36,Male,Laptop,3 Month,499,Better,1080p,17,8483,65
691,Premium,2022,1/9/2022,7/29/2023,Autobiography,France,28,Female,Laptop,6 Month,649,Best,4K+HDR,18,11682,155
693,Standard,2022,1/9/2022,6/29/2023,Adventure,Mexico,31,Female,Tablet,6 Month,499,Better,1080p,17,8483,185
697,Basic,2022,6/10/2022,7/29/2023,Fantasy,Spain,43,Male,Smart TV,6 Month,199,Good,720p,13,2587,155
698,Standard,2022,12/10/2022,7/2/2023,Autobiography,United States,28,Male,Laptop,6 Month,499,Better,1080p,6,2994,182
699,Standard,2022,7/10/2022,11/17/2023,Self-Help,Canada,32,Female,Smartphone,1 Month,499,Better,1080p,16,7984,44
700,Basic,2022,4/10/2022,6/14/2023,Crime,United States,31,Female,Laptop,6 Month,199,Good,720p,14,2786,200
705,Basic,2022,4/10/2022,6/28/2023,Autobiography,Germany,32,Male,Laptop,6 Month,199,Good,720p,14,2786,186
708,Standard,2022,2/11/2022,10/1/2023,Autobiography,Mexico,39,Male,Laptop,3 Month,499,Better,1080p,19,9481,91
709,Standard,2022,7/11/2022,11/28/2023,Drama,Spain,48,Female,Smart TV,1 Month,499,Better,1080p,16,7984,33
710,Basic,2022,10/11/2022,11/14/2023,Thriller,Italy,48,Female,Smart TV,1 Month,199,Good,720p,13,2587,47
712,Basic,2022,8/11/2022,10/1/2023,Mystery,Spain,45,Male,Tablet,3 Month,199,Good,720p,13,2587,91
713,Standard,2022,1/11/2022,11/27/2023,Horror,United States,30,Male,Laptop,1 Month,499,Better,1080p,22,10978,34
719,Standard,2022,3/9/2022,12/29/2023,Self-Help,Australia,33,Female,Tablet,1 Month,499,Better,1080p,21,10479,2
722,Basic,2022,11/8/2022,10/4/2023,Adventure,Brazil,45,Male,Smartphone,3 Month,199,Good,720p,10,1990,88
723,Standard,2022,1/8/2022,7/5/2023,Fantasy,Mexico,40,Female,Smartphone,6 Month,499,Better,1080p,17,8483,179
724,Premium,2022,1/8/2022,7/29/2023,Mystery,Spain,44,Male,Laptop,6 Month,649,Best,4K+HDR,18,11682,155
725,Basic,2022,1/8/2022,7/29/2023,Biography,Italy,29,Female,Tablet,6 Month,199,Good,720p,18,3582,155
