User ID,Subscription Type,Join Year,Join Date,Last Payment Date,Most Watched Genre,Country,Age,Gender,Device,Plan Duration,Monthly Subscription Price,Video quality,Resolution,"Customer Life
(In Month)","Number of 
Non-Subscription
Months",Total Earning,"Total Days 
(From last payment to 31st December)"
OTT-724,Premium,2019,8/29/2019,8/5/2023,Mystery,Japan,44,Male,Laptop,6 Month,799,Best,4K+HDR,47,2,35955,148
OTT-725,Basic,2020,5/19/2020,5/29/2023,Biography,China,29,Female,Tablet,6 Month,249,Good,720p,36,3,8217,216
OTT-726,Premium,2021,7/7/2021,7/29/2023,Autobiography,Indonesia,50,Male,Laptop,1 Month,799,Best,4K+HDR,24,2,17578,155
OTT-727,Basic,2019,4/5/2019,4/7/2023,Fantasy,Indonesia,32,Female,Laptop,1 Month,249,Good,720p,48,5,10707,268
OTT-728,Premium,2021,8/1/2021,8/29/2023,Thriller,Singapore,39,Male,Laptop,6 Month,549,Better,1080p,24,5,10431,124
OTT-729,Basic,2019,3/7/2019,3/29/2023,Historical Fiction,Vietnam,43,Female,Smartphone,3 Month,549,Better,1080p,48,4,24156,277
OTT-737,Standard,2019,11/23/2019,11/28/2023,Drama,Japan,43,Female,Tablet,6 Month,249,Good,720p,48,7,10209,33
OTT-741,Standard,2020,11/29/2020,11/28/2023,Self-Help,India,47,Male,Smart TV,1 Month,799,Best,4K+HDR,35,1,27166,33
OTT-742,Basic,2021,6/23/2021,6/28/2023,Science Fiction,Japan,51,Male,Smartphone,1 Month,249,Good,720p,24,3,5229,186
OTT-743,Premium,2021,10/11/2021,10/28/2023,Action,China,31,Female,Laptop,1 Month,549,Better,1080p,24,1,12627,64
OTT-744,Basic,2019,10/5/2019,10/28/2023,Thriller,India,34,Female,Tablet,1 Month,799,Best,4K+HDR,48,3,35955,64
OTT-745,Standard,2021,7/14/2021,7/29/2023,Mystery,Indonesia,28,Female,Laptop,1 Month,249,Good,720p,24,6,4482,155
OTT-749,Premium,2019,3/29/2019,3/28/2023,Horror,Vietnam,46,Male,Smart TV,1 Month,799,Best,4K+HDR,47,3,35156,278
OTT-750,Basic,2021,12/5/2021,12/28/2023,Thriller,Indonesia,47,Male,Smart TV,1 Month,249,Good,720p,24,9,3735,3
OTT-754,Basic,2021,3/14/2021,3/29/2023,Drama,Singapore,41,Male,Laptop,3 Month,549,Better,1080p,24,4,10980,277
OTT-757,Basic,2021,9/24/2021,9/29/2023,Autobiography,Philippines,32,Male,Laptop,3 Month,549,Better,1080p,24,4,10980,93
OTT-758,Standard,2021,3/21/2021,3/28/2023,Horror,Indonesia,47,Male,Laptop,6 Month,249,Good,720p,24,5,4731,278
OTT-759,Standard,2019,2/5/2019,3/1/2023,Comedy,Indonesia,37,Male,Smart TV,3 Month,549,Better,1080p,48,10,20862,305
OTT-760,Premium,2019,3/21/2019,3/29/2023,Adventure,Philippines,40,Female,Smartphone,1 Month,799,Best,4K+HDR,48,1,37553,277
OTT-762,Premium,2020,8/5/2020,8/1/2023,Crime,China,48,Male,Laptop,6 Month,799,Best,4K+HDR,35,8,21573,152
OTT-767,Basic,2020,9/14/2020,9/2/2023,Thriller,Singapore,39,Male,Laptop,3 Month,249,Good,720p,35,1,8466,120
OTT-768,Standard,2021,12/1/2021,12/29/2023,Biography,India,38,Female,Laptop,1 Month,549,Better,1080p,24,9,8235,2
OTT-769,Premium,2020,2/3/2020,2/2/2023,Biography,Singapore,36,Female,Smart TV,1 Month,799,Best,4K+HDR,35,9,20774,332
OTT-770,Basic,2020,11/14/2020,11/28/2023,Crime,China,42,Female,Laptop,3 Month,249,Good,720p,36,8,6972,33
OTT-771,Premium,2021,11/11/2021,11/1/2023,Non-Fiction,Vietnam,27,Male,Tablet,1 Month,799,Best,4K+HDR,23,2,16779,60
OTT-772,Basic,2021,2/11/2021,2/28/2023,Mystery,India,48,Male,Laptop,1 Month,249,Good,720p,24,3,5229,306
OTT-773,Standard,2019,12/5/2019,12/1/2023,Comedy,China,27,Female,Smart TV,6 Month,549,Better,1080p,47,8,21411,30
OTT-774,Standard,2020,8/23/2020,8/28/2023,Crime,Vietnam,49,Male,Smartphone,6 Month,549,Better,1080p,36,5,17019,125
OTT-792,Basic,2021,10/5/2021,10/2/2023,Thriller,Thailand,45,Male,Smart TV,6 Month,249,Good,720p,23,8,3735,90
OTT-793,Premium,2021,5/29/2021,5/28/2023,Horror,India,42,Female,Smartphone,1 Month,549,Better,1080p,23,9,7686,217
OTT-794,Basic,2019,3/11/2019,3/28/2023,Science Fiction,Malaysia,32,Female,Smart TV,6 Month,549,Better,1080p,48,6,23058,278
OTT-795,Standard,2019,4/29/2019,4/28/2023,Horror,Philippines,47,Male,Smartphone,6 Month,249,Good,720p,47,1,11454,247
OTT-796,Standard,2019,12/29/2019,12/1/2023,Science Fiction,Japan,27,Male,Smart TV,1 Month,799,Best,4K+HDR,47,4,34357,30
OTT-797,Basic,2020,4/7/2020,4/1/2023,Horror,China,35,Male,Tablet,3 Month,249,Good,720p,35,5,7470,274
OTT-798,Premium,2021,1/19/2021,1/28/2023,Thriller,Vietnam,35,Male,Laptop,1 Month,549,Better,1080p,24,4,10980,337
OTT-799,Basic,2019,4/17/2019,4/28/2023,Thriller,Vietnam,48,Male,Tablet,1 Month,799,Best,4K+HDR,48,3,35955,247
OTT-806,Standard,2021,10/21/2021,10/28/2023,Adventure,Vietnam,30,Female,Laptop,1 Month,799,Best,4K+HDR,24,6,14382,64
OTT-810,Premium,2021,6/19/2021,6/28/2023,Autobiography,India,38,Male,Smartphone,1 Month,249,Good,720p,24,4,4980,186
OTT-811,Basic,2021,10/5/2021,10/29/2023,Adventure,Singapore,36,Male,Laptop,1 Month,799,Best,4K+HDR,24,4,15980,63
OTT-812,Basic,2020,9/7/2020,9/28/2023,Horror,South Korea,33,Male,Laptop,6 Month,249,Good,720p,36,2,8466,94
OTT-813,Basic,2019,5/7/2019,5/1/2023,Science Fiction,Singapore,50,Male,Smartphone,3 Month,549,Better,1080p,47,4,23607,244
OTT-814,Standard,2021,2/7/2021,2/28/2023,Mystery,South Korea,38,Male,Smartphone,6 Month,549,Better,1080p,24,1,12627,306
OTT-819,Premium,2021,5/5/2021,5/29/2023,Historical Fiction,Singapore,50,Male,Laptop,1 Month,799,Best,4K+HDR,24,7,13583,216
OTT-820,Basic,2020,1/1/2020,1/1/2023,Science Fiction,India,43,Female,Tablet,1 Month,249,Good,720p,36,1,8715,364
OTT-825,Basic,2019,11/11/2019,11/28/2023,Mystery,Singapore,30,Female,Laptop,6 Month,249,Good,720p,48,4,10956,33
OTT-829,Standard,2020,2/5/2020,2/28/2023,Crime,Philippines,31,Male,Tablet,6 Month,549,Better,1080p,36,4,17568,306
OTT-830,Basic,2020,8/3/2020,8/29/2023,Self-Help,Vietnam,30,Female,Smartphone,6 Month,249,Good,720p,36,5,7719,124
OTT-831,Premium,2021,11/7/2021,11/3/2023,Comedy,China,35,Male,Smartphone,3 Month,799,Best,4K+HDR,23,5,14382,58
OTT-836,Basic,2021,3/14/2021,3/29/2023,Science Fiction,Malaysia,28,Male,Laptop,3 Month,249,Good,720p,24,1,5727,277
OTT-837,Premium,2021,7/14/2021,7/1/2023,Crime,China,46,Female,Smart TV,6 Month,799,Best,4K+HDR,23,1,17578,183
OTT-838,Standard,2019,3/23/2019,3/29/2023,Comedy,Malaysia,38,Male,Smartphone,3 Month,549,Better,1080p,48,9,21411,277
OTT-839,Basic,2020,10/17/2020,10/2/2023,Romance,India,35,Female,Laptop,1 Month,249,Good,720p,35,7,6972,90
OTT-840,Standard,2019,9/29/2019,9/28/2023,Crime,India,49,Male,Smartphone,6 Month,549,Better,1080p,47,3,24156,94
OTT-841,Premium,2020,2/11/2020,2/3/2023,Crime,India,42,Male,Smartphone,1 Month,799,Best,4K+HDR,35,9,20774,331
OTT-842,Basic,2021,2/17/2021,3/1/2023,Mystery,South Korea,37,Female,Laptop,1 Month,249,Good,720p,24,7,4233,305
OTT-843,Standard,2019,2/19/2019,2/2/2023,Science Fiction,Malaysia,39,Female,Smartphone,6 Month,549,Better,1080p,47,9,20862,332
OTT-848,Basic,2021,9/23/2021,9/1/2023,Romance,Philippines,40,Male,Tablet,1 Month,549,Better,1080p,23,3,10980,121
OTT-849,Premium,2019,7/11/2019,7/2/2023,Mystery,Malaysia,30,Female,Smart TV,1 Month,549,Better,1080p,47,2,24705,182
OTT-851,Basic,2019,1/14/2019,1/29/2023,Comedy,Singapore,47,Male,Laptop,6 Month,799,Best,4K+HDR,48,9,31161,336
OTT-852,Standard,2021,6/21/2021,6/28/2023,Non-Fiction,South Korea,47,Female,Laptop,1 Month,249,Good,720p,24,4,4980,186
OTT-853,Standard,2019,5/1/2019,5/1/2023,Romance,India,39,Male,Tablet,3 Month,549,Better,1080p,48,10,20862,244
OTT-854,Basic,2020,6/21/2020,6/28/2023,Horror,India,49,Male,Smart TV,1 Month,799,Best,4K+HDR,36,4,25568,186
OTT-855,Premium,2021,11/1/2021,11/28/2023,Non-Fiction,Singapore,33,Male,Laptop,3 Month,249,Good,720p,24,6,4482,33
OTT-856,Basic,2021,3/11/2021,3/1/2023,Adventure,South Korea,32,Female,Smart TV,6 Month,799,Best,4K+HDR,23,8,11985,305
OTT-858,Standard,2020,10/29/2020,10/28/2023,Comedy,Philippines,40,Female,Laptop,1 Month,549,Better,1080p,35,7,15372,64
OTT-859,Premium,2021,4/5/2021,4/28/2023,Romance,China,51,Female,Tablet,3 Month,549,Better,1080p,24,10,7686,247
OTT-862,Basic,2020,5/19/2020,5/28/2023,Non-Fiction,Philippines,47,Male,Smartphone,6 Month,249,Good,720p,36,6,7470,217
OTT-863,Basic,2021,11/19/2021,11/1/2023,Thriller,Philippines,35,Male,Laptop,6 Month,549,Better,1080p,23,3,10980,60
OTT-864,Basic,2021,6/3/2021,6/28/2023,Comedy,Thailand,31,Male,Tablet,6 Month,799,Best,4K+HDR,24,2,17578,186
OTT-865,Standard,2020,9/23/2020,9/1/2023,Mystery,Indonesia,36,Male,Smartphone,6 Month,249,Good,720p,35,10,6225,121
OTT-866,Premium,2021,6/14/2021,6/1/2023,Science Fiction,Singapore,41,Female,Smart TV,1 Month,799,Best,4K+HDR,23,9,11186,213
OTT-870,Basic,2021,12/3/2021,12/1/2023,Science Fiction,India,38,Male,Laptop,6 Month,249,Good,720p,23,6,4233,30
OTT-880,Basic,2021,5/17/2021,5/2/2023,Historical Fiction,South Korea,31,Male,Smart TV,6 Month,249,Good,720p,23,1,5478,243
OTT-881,Premium,2020,5/19/2020,5/28/2023,Thriller,China,31,Female,Smartphone,3 Month,799,Best,4K+HDR,36,9,21573,217
OTT-882,Basic,2020,12/17/2020,12/1/2023,Autobiography,Singapore,46,Female,Smart TV,1 Month,249,Good,720p,35,4,7719,30
OTT-889,Standard,2019,5/1/2019,5/1/2023,Drama,India,45,Female,Smartphone,3 Month,549,Better,1080p,48,5,23607,244
OTT-890,Basic,2020,3/23/2020,3/1/2023,Adventure,South Korea,44,Male,Smart TV,1 Month,249,Good,720p,35,7,6972,305
OTT-894,Premium,2019,8/17/2019,8/28/2023,Action,Singapore,50,Male,Smart TV,6 Month,799,Best,4K+HDR,48,1,37553,125
OTT-899,Premium,2019,1/3/2019,1/1/2023,Comedy,Philippines,37,Male,Laptop,3 Month,799,Best,4K+HDR,47,6,32759,364
OTT-900,Basic,2021,4/19/2021,4/29/2023,Crime,China,32,Female,Smartphone,6 Month,249,Good,720p,24,3,5229,246
OTT-901,Basic,2019,3/29/2019,3/3/2023,Horror,Malaysia,29,Male,Smartphone,3 Month,249,Good,720p,47,8,9711,303
OTT-902,Premium,2019,12/19/2019,12/28/2023,Fantasy,Vietnam,28,Male,Tablet,6 Month,799,Best,4K+HDR,48,5,34357,3
OTT-905,Basic,2021,1/5/2021,1/2/2023,Action,Indonesia,38,Female,Laptop,6 Month,249,Good,720p,23,9,3486,363
OTT-906,Premium,2021,3/19/2021,3/28/2023,Mystery,South Korea,32,Male,Smart TV,1 Month,799,Best,4K+HDR,24,5,15181,278
OTT-907,Standard,2019,6/11/2019,6/2/2023,Fantasy,Philippines,48,Male,Laptop,3 Month,549,Better,1080p,47,1,25254,212
OTT-908,Basic,2020,9/14/2020,9/28/2023,Horror,India,46,Female,Smart TV,1 Month,249,Good,720p,36,3,8217,94
OTT-909,Basic,2020,3/29/2020,3/3/2023,Drama,Indonesia,30,Male,Tablet,6 Month,549,Better,1080p,35,4,17019,303
OTT-910,Premium,2019,2/21/2019,2/1/2023,Mystery,Indonesia,40,Female,Smart TV,6 Month,799,Best,4K+HDR,47,7,31960,333
OTT-911,Basic,2020,5/1/2020,5/3/2023,Non-Fiction,South Korea,29,Male,Smart TV,3 Month,249,Good,720p,36,6,7470,242
OTT-912,Standard,2020,8/24/2020,8/29/2023,Horror,India,41,Male,Tablet,3 Month,799,Best,4K+HDR,36,9,21573,124
OTT-913,Standard,2021,1/24/2021,1/2/2023,Science Fiction,Philippines,32,Male,Laptop,1 Month,549,Better,1080p,23,10,7137,363
OTT-920,Basic,2020,4/17/2020,4/1/2023,Non-Fiction,Philippines,34,Female,Tablet,1 Month,249,Good,720p,35,1,8466,274
OTT-921,Premium,2020,9/11/2020,9/1/2023,Romance,Indonesia,27,Female,Smart TV,3 Month,799,Best,4K+HDR,35,3,25568,121
OTT-922,Basic,2020,9/11/2020,9/1/2023,Drama,Vietnam,34,Male,Tablet,1 Month,249,Good,720p,35,10,6225,121
OTT-923,Standard,2019,3/5/2019,3/1/2023,Horror,Japan,28,Male,Tablet,3 Month,549,Better,1080p,47,10,20313,305
OTT-924,Premium,2021,11/19/2021,11/28/2023,Science Fiction,Philippines,37,Female,Smart TV,3 Month,549,Better,1080p,24,5,10431,33
OTT-932,Basic,2021,9/3/2021,9/1/2023,Autobiography,Japan,37,Male,Smart TV,3 Month,249,Good,720p,23,7,3984,121
OTT-933,Basic,2019,9/7/2019,9/2/2023,Crime,Japan,35,Male,Laptop,6 Month,549,Better,1080p,47,4,23607,120
OTT-934,Basic,2019,12/14/2019,12/1/2023,Fantasy,Japan,34,Female,Smartphone,1 Month,549,Better,1080p,47,8,21411,30
OTT-935,Standard,2021,2/17/2021,2/1/2023,Adventure,South Korea,44,Male,Smartphone,3 Month,249,Good,720p,23,8,3735,333
OTT-958,Standard,2021,11/7/2021,11/2/2023,Adventure,Malaysia,42,Female,Laptop,1 Month,549,Better,1080p,23,9,7686,59
OTT-959,Premium,2021,12/7/2021,12/1/2023,Comedy,South Korea,35,Female,Laptop,6 Month,799,Best,4K+HDR,23,9,11186,30
OTT-963,Standard,2020,10/1/2020,10/2/2023,Horror,Philippines,51,Female,Tablet,3 Month,549,Better,1080p,36,2,18666,90
OTT-964,Standard,2019,1/23/2019,1/1/2023,Adventure,Malaysia,45,Male,Smart TV,3 Month,549,Better,1080p,47,6,22509,364
OTT-969,Premium,2021,6/7/2021,6/3/2023,Historical Fiction,Philippines,28,Male,Smart TV,3 Month,799,Best,4K+HDR,23,10,10387,211
OTT-970,Basic,2021,1/11/2021,1/28/2023,Crime,Philippines,44,Female,Tablet,6 Month,249,Good,720p,24,1,5727,337
OTT-971,Basic,2019,11/17/2019,11/3/2023,Comedy,Singapore,36,Male,Tablet,3 Month,249,Good,720p,47,6,10209,58
OTT-972,Basic,2019,4/1/2019,4/1/2023,Self-Help,Malaysia,37,Female,Laptop,1 Month,249,Good,720p,48,9,9711,274
OTT-975,Basic,2020,11/21/2020,11/2/2023,Horror,Indonesia,36,Female,Smart TV,3 Month,249,Good,720p,35,6,7221,59
OTT-976,Basic,2021,7/3/2021,7/28/2023,Biography,India,39,Female,Laptop,6 Month,249,Good,720p,24,2,5478,156
OTT-977,Premium,2020,7/11/2020,7/3/2023,Comedy,China,45,Female,Laptop,6 Month,799,Best,4K+HDR,35,10,19975,181
OTT-978,Standard,2020,6/19/2020,6/28/2023,Drama,Thailand,29,Male,Smart TV,3 Month,549,Better,1080p,36,1,19215,186
OTT-979,Basic,2019,10/7/2019,10/3/2023,Comedy,Philippines,45,Male,Smartphone,6 Month,549,Better,1080p,47,10,20313,89
OTT-980,Premium,2020,3/14/2020,3/1/2023,Comedy,Japan,29,Male,Smart TV,3 Month,249,Good,720p,35,6,7221,305
OTT-981,Basic,2021,8/24/2021,8/3/2023,Drama,India,28,Female,Smart TV,1 Month,799,Best,4K+HDR,23,7,12784,150
OTT-982,Standard,2021,6/11/2021,6/28/2023,Drama,Malaysia,42,Female,Smart TV,3 Month,549,Better,1080p,24,2,12078,186
OTT-989,Standard,2020,9/29/2020,9/2/2023,Biography,India,34,Male,Smartphone,1 Month,249,Good,720p,35,10,6225,120
OTT-990,Basic,2021,1/7/2021,1/1/2023,Science Fiction,Indonesia,35,Male,Smartphone,1 Month,549,Better,1080p,23,6,9333,364
OTT-991,Premium,2019,6/29/2019,6/1/2023,Autobiography,Vietnam,44,Female,Smart TV,1 Month,799,Best,4K+HDR,47,9,30362,213
OTT-992,Basic,2020,11/23/2020,11/1/2023,Adventure,Singapore,47,Female,Smartphone,3 Month,249,Good,720p,35,3,7968,60
OTT-993,Standard,2019,10/7/2019,10/3/2023,Fantasy,Japan,33,Female,Laptop,3 Month,549,Better,1080p,47,3,24156,89
OTT-1001,Premium,2021,11/5/2021,11/3/2023,Horror,Indonesia,34,Female,Laptop,6 Month,799,Best,4K+HDR,23,2,16779,58
OTT-1002,Basic,2020,7/5/2020,7/3/2023,Self-Help,Indonesia,38,Female,Tablet,1 Month,249,Good,720p,35,8,6723,181
OTT-1003,Basic,2020,3/17/2020,3/3/2023,Self-Help,Singapore,46,Male,Smart TV,3 Month,549,Better,1080p,35,5,16470,303
OTT-1004,Basic,2021,2/1/2021,2/1/2023,Thriller,Singapore,42,Male,Smart TV,1 Month,799,Best,4K+HDR,24,3,16779,333
OTT-1005,Standard,2020,7/7/2020,7/2/2023,Fantasy,Philippines,46,Male,Laptop,3 Month,249,Good,720p,35,10,6225,182
OTT-1009,Standard,2019,1/11/2019,1/2/2023,Fantasy,China,31,Female,Laptop,1 Month,549,Better,1080p,47,7,21960,363
OTT-1010,Basic,2021,12/11/2021,12/2/2023,Fantasy,South Korea,36,Female,Tablet,6 Month,249,Good,720p,23,4,4731,29
OTT-1011,Premium,2020,1/3/2020,1/3/2023,Historical Fiction,China,28,Male,Smart TV,1 Month,799,Best,4K+HDR,36,5,24769,362
OTT-1027,Basic,2021,8/17/2021,8/28/2023,Biography,Philippines,28,Female,Tablet,3 Month,249,Good,720p,24,7,4233,125
OTT-1028,Standard,2021,3/1/2021,3/1/2023,Drama,Philippines,47,Male,Tablet,3 Month,549,Better,1080p,24,1,12627,305
OTT-1029,Standard,2021,2/1/2021,2/1/2023,Adventure,South Korea,47,Male,Smartphone,3 Month,549,Better,1080p,24,1,12627,333
OTT-1045,Basic,2021,7/24/2021,7/2/2023,Action,Vietnam,27,Male,Tablet,3 Month,249,Good,720p,23,10,3237,182
OTT-1046,Basic,2021,1/24/2021,1/1/2023,Action,Indonesia,27,Male,Laptop,1 Month,249,Good,720p,23,3,4980,364
OTT-1047,Basic,2021,3/24/2021,3/3/2023,Self-Help,South Korea,39,Female,Laptop,3 Month,249,Good,720p,23,7,3984,303
OTT-1048,Standard,2020,8/11/2020,8/1/2023,Adventure,Vietnam,51,Male,Tablet,1 Month,549,Better,1080p,35,5,16470,152
OTT-1049,Premium,2020,10/24/2020,10/3/2023,Mystery,Philippines,41,Male,Smartphone,3 Month,799,Best,4K+HDR,35,10,19975,89
OTT-1050,Basic,2019,7/14/2019,7/1/2023,Crime,Vietnam,30,Female,Smart TV,1 Month,249,Good,720p,47,1,11454,183
OTT-1051,Basic,2021,9/17/2021,9/3/2023,Historical Fiction,Thailand,46,Male,Laptop,6 Month,249,Good,720p,23,9,3486,119
OTT-1058,Basic,2020,9/21/2020,9/28/2023,Fantasy,Indonesia,28,Female,Smart TV,6 Month,249,Good,720p,36,8,6972,94
OTT-1059,Standard,2021,6/1/2021,6/2/2023,Drama,Vietnam,43,Male,Tablet,3 Month,549,Better,1080p,24,8,8784,212
OTT-1060,Basic,2019,12/29/2019,12/2/2023,Autobiography,Philippines,50,Female,Laptop,3 Month,799,Best,4K+HDR,47,10,29563,29
OTT-1061,Premium,2020,2/17/2020,2/2/2023,Romance,Philippines,30,Female,Tablet,1 Month,249,Good,720p,35,10,6225,332
OTT-1062,Basic,2020,3/19/2020,3/1/2023,Comedy,Malaysia,34,Female,Laptop,1 Month,799,Best,4K+HDR,35,10,19975,305
OTT-1063,Standard,2019,10/3/2019,10/3/2023,Self-Help,Indonesia,35,Female,Laptop,6 Month,549,Better,1080p,48,1,25803,89
OTT-1069,Standard,2020,1/24/2020,1/3/2023,Non-Fiction,Malaysia,46,Male,Smart TV,3 Month,799,Best,4K+HDR,35,7,22372,362
OTT-1070,Basic,2020,7/29/2020,7/2/2023,Romance,Philippines,31,Male,Tablet,1 Month,249,Good,720p,35,2,8217,182
OTT-1071,Premium,2019,3/29/2019,3/3/2023,Comedy,Singapore,40,Female,Tablet,3 Month,799,Best,4K+HDR,47,10,29563,303
OTT-1075,Basic,2019,4/29/2019,4/3/2023,Mystery,Thailand,43,Male,Smart TV,1 Month,249,Good,720p,47,2,11205,272
OTT-1076,Standard,2019,7/29/2019,7/3/2023,Autobiography,Indonesia,38,Female,Laptop,1 Month,799,Best,4K+HDR,47,3,35156,181
OTT-1079,Premium,2020,1/17/2020,1/3/2023,Crime,Malaysia,49,Female,Tablet,6 Month,799,Best,4K+HDR,35,2,26367,362
OTT-1080,Basic,2019,2/14/2019,2/2/2023,Mystery,Malaysia,33,Male,Smartphone,6 Month,249,Good,720p,47,3,10956,332
OTT-1097,Basic,2021,1/1/2021,1/3/2023,Fantasy,Malaysia,45,Female,Smartphone,3 Month,249,Good,720p,24,4,4980,362
OTT-1098,Basic,2019,3/3/2019,3/2/2023,Mystery,India,39,Female,Smartphone,3 Month,549,Better,1080p,47,8,21411,304
OTT-1099,Standard,2019,10/23/2019,10/2/2023,Mystery,Japan,51,Female,Laptop,6 Month,799,Best,4K+HDR,47,1,36754,90
OTT-1103,Standard,2020,10/14/2020,10/2/2023,Science Fiction,India,49,Female,Tablet,3 Month,549,Better,1080p,35,3,17568,90
OTT-1104,Standard,2021,3/23/2021,3/1/2023,Mystery,Philippines,37,Female,Smart TV,6 Month,549,Better,1080p,23,5,9882,305
OTT-1108,Standard,2021,12/7/2021,12/3/2023,Adventure,Vietnam,34,Male,Laptop,6 Month,549,Better,1080p,23,7,8784,28
OTT-1109,Premium,2019,3/24/2019,3/3/2023,Action,Malaysia,51,Female,Smartphone,6 Month,799,Best,4K+HDR,47,9,30362,303
OTT-1110,Basic,2020,10/11/2020,10/1/2023,Fantasy,Vietnam,41,Female,Tablet,1 Month,249,Good,720p,35,4,7719,91
OTT-1111,Premium,2020,3/29/2020,3/4/2023,Action,Thailand,51,Male,Smart TV,1 Month,799,Best,4K+HDR,35,7,22372,302
OTT-1114,Standard,2021,4/17/2021,4/1/2023,Self-Help,Singapore,50,Male,Smart TV,1 Month,549,Better,1080p,23,9,7686,274
OTT-1115,Basic,2021,3/21/2021,3/3/2023,Adventure,Singapore,33,Male,Laptop,1 Month,249,Good,720p,23,3,4980,303
OTT-1116,Premium,2021,12/24/2021,12/1/2023,Horror,Philippines,44,Female,Laptop,1 Month,799,Best,4K+HDR,23,8,11985,30
OTT-1117,Basic,2021,9/23/2021,9/4/2023,Horror,Thailand,42,Female,Tablet,3 Month,249,Good,720p,23,8,3735,118
OTT-1118,Standard,2021,7/29/2021,7/1/2023,Crime,Malaysia,35,Male,Smart TV,1 Month,549,Better,1080p,23,8,8235,183
OTT-1119,Premium,2021,9/3/2021,9/3/2023,Comedy,Malaysia,48,Male,Smartphone,1 Month,799,Best,4K+HDR,24,1,18377,119
OTT-1120,Basic,2019,9/24/2019,9/2/2023,Romance,Malaysia,51,Female,Smartphone,3 Month,249,Good,720p,47,3,10956,120
OTT-1121,Basic,2020,2/7/2020,2/4/2023,Non-Fiction,India,44,Female,Smart TV,3 Month,249,Good,720p,35,9,6474,330
OTT-1128,Basic,2020,5/24/2020,5/1/2023,Science Fiction,Philippines,42,Male,Tablet,3 Month,549,Better,1080p,35,9,14274,244
OTT-1129,Premium,2019,8/11/2019,8/3/2023,Biography,India,37,Female,Smartphone,3 Month,549,Better,1080p,47,3,24156,150
OTT-1130,Basic,2020,1/1/2020,1/3/2023,Fantasy,Philippines,27,Female,Smart TV,1 Month,249,Good,720p,36,6,7470,362
OTT-1131,Standard,2019,7/24/2019,7/3/2023,Action,Thailand,34,Female,Laptop,6 Month,799,Best,4K+HDR,47,10,29563,181
OTT-1132,Standard,2020,8/21/2020,8/2/2023,Adventure,Singapore,51,Male,Laptop,1 Month,549,Better,1080p,35,2,18117,151
OTT-1133,Basic,2019,1/21/2019,1/3/2023,Action,Japan,42,Male,Laptop,3 Month,249,Good,720p,47,4,10707,362
OTT-1134,Premium,2021,8/1/2021,8/3/2023,Self-Help,South Korea,46,Female,Smart TV,1 Month,549,Better,1080p,24,5,10431,150
OTT-1139,Basic,2020,11/17/2020,11/5/2023,Fantasy,Japan,33,Male,Smartphone,1 Month,249,Good,720p,35,3,7968,56
OTT-1140,Standard,2020,3/3/2020,3/2/2023,Autobiography,Malaysia,31,Female,Smart TV,1 Month,549,Better,1080p,35,1,18666,304
OTT-1145,Premium,2019,1/24/2019,1/3/2023,Drama,China,46,Male,Smart TV,1 Month,249,Good,720p,47,10,9213,362
OTT-1146,Basic,2021,11/17/2021,11/3/2023,Fantasy,Singapore,46,Female,Smartphone,6 Month,799,Best,4K+HDR,23,6,13583,58
OTT-1148,Basic,2019,11/24/2019,11/4/2023,Thriller,Singapore,38,Male,Smartphone,3 Month,549,Better,1080p,47,2,24705,57
OTT-1149,Basic,2019,9/19/2019,9/2/2023,Self-Help,Thailand,48,Female,Tablet,3 Month,549,Better,1080p,47,2,24705,120
OTT-1150,Standard,2021,3/1/2021,3/3/2023,Action,Philippines,38,Male,Tablet,3 Month,249,Good,720p,24,8,3984,303
OTT-1166,Premium,2020,1/11/2020,1/3/2023,Action,Thailand,39,Female,Tablet,1 Month,799,Best,4K+HDR,35,9,20774,362
OTT-1167,Basic,2021,9/1/2021,9/2/2023,Science Fiction,Vietnam,45,Male,Tablet,6 Month,249,Good,720p,24,9,3735,120
OTT-1168,Standard,2019,4/7/2019,4/2/2023,Action,Indonesia,42,Male,Laptop,3 Month,549,Better,1080p,47,6,22509,273
OTT-1217,Basic,2021,12/1/2021,12/2/2023,Autobiography,Indonesia,42,Male,Laptop,6 Month,249,Good,720p,24,10,3486,29
OTT-1218,Standard,2020,10/24/2020,10/1/2023,Thriller,India,40,Male,Laptop,1 Month,549,Better,1080p,35,9,14274,91
OTT-1219,Premium,2021,9/11/2021,9/3/2023,Self-Help,China,48,Female,Smartphone,1 Month,799,Best,4K+HDR,23,3,15980,119
OTT-1220,Basic,2021,4/17/2021,4/4/2023,Science Fiction,Philippines,28,Male,Smart TV,3 Month,249,Good,720p,23,10,3237,271
OTT-1221,Premium,2020,6/24/2020,6/3/2023,Crime,Thailand,40,Male,Smart TV,1 Month,799,Best,4K+HDR,35,10,19975,211
OTT-1236,Premium,2020,2/17/2020,2/1/2023,Science Fiction,Malaysia,35,Female,Tablet,6 Month,799,Best,4K+HDR,35,5,23970,333
OTT-1237,Basic,2020,12/3/2020,12/2/2023,Fantasy,Thailand,32,Female,Tablet,6 Month,249,Good,720p,35,4,7719,29
OTT-1238,Standard,2019,12/29/2019,12/2/2023,Non-Fiction,Malaysia,28,Female,Smartphone,3 Month,549,Better,1080p,47,1,25254,29
